Measure Servo X
15,-6.67
14,-7.14
13,-6.62
12,-6.34
11,-5.87
10,-5.46
9,-4.65
8,-4.17
7,-3.52
6,-2.98
5,-2.55
4,-2.22
3,-1.96
2,-1.37
1,-0.83
0,-0.41
-1,-0.24
-2,0.52
-3,0.96
-4,1.55
-5,2.02
-6,2.56
-7,3.23
-8,3.80
-9,4.07
-10,4.97
-11,5.63
-12,6.01
-13,6.74
-14,7.95
-15,8.38
-15,8.38
-14,8.25
-13,7.68
-12,6.96
-11,6.42
-10,6.05
-9,5.49
-8,5.08
-7,4.58
-6,4.08
-5,3.32
-4,2.81
-3,2.24
-2,1.89
-1,1.41
0,0.93
1,0.61
2,-0.23
3,-0.58
4,-1.15
5,-1.30
6,-1.44
7,-2.23
8,-2.54
9,-3.18
10,-3.40
11,-3.99
12,-4.40
13,-4.74
14,-5.07
15,-5.42
