Measure Servo X
15,-7.01
14,-6.91
13,-6.43
12,-6.05
11,-5.63
10,-5.39
9,-4.90
8,-4.31
7,-3.68
6,-3.29
5,-2.78
4,-2.46
3,-2.17
2,-1.57
1,-1.05
0,-0.78
-1,0.22
-2,0.32
-3,0.62
-4,1.11
-5,1.77
-6,2.33
-7,2.94
-8,3.52
-9,4.15
-10,4.66
-11,5.41
-12,5.88
-13,6.65
-14,7.64
-15,8.41
-14,8.27
-13,7.54
-12,7.03
-11,6.34
-10,5.72
-9,5.28
-8,4.69
-7,4.27
-6,3.90
-5,3.50
-4,2.94
-3,2.51
-2,2.16
-1,1.64
0,1.41
1,1.13
2,0.84
3,0.49
4,0.37
5,0.11
6,-0.48
7,-0.83
8,-1.15
9,-1.79
10,-1.98
11,-2.86
12,-3.11
13,-3.85
14,-4.30
15,-4.85
